Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Nigeria,NGA,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,181.25,192,163.6363636,155.1724138,154.5454545,143.4782609,70.27027027,72.60273973,60.9375,75.71428571,88.50574713,74.3902439,65.04065041,59.40594059,56.12244898,55.55555556,86.9047619,65.09433962,43.87755102,59.5959596,100,90.58808908,92.0227398,101.5647522,118.7420106,156.2900942,176.7040584,176.9588285,218.2076049,154.555065,184.7845551,219.1600554,224.3545298,223.1600826,211.092987,142.9554505,123.5806379,146.2455786,174.0874355,158.7194879,115.4807964,,
Nigeria,NGA,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,,,,,,,,,,,,,,,,,,43.82625671,36.87002653,50.67502411,44.84429066,26.82336675,27.26008345,27.59051186,35.6223176,38.62212944,47.8888295,49.24307341,36.97916667,21.28509941,32.93309752,15.10311871,22.05814283,54.07678866,43.33912937,54.40111151,60.25205659,43.12221856,41.86467025,58.60317398,58.55545955,58.55546705,58.55556892,46.13563793,,51.67239099,43.05054153,30.50381497,21.45351951,29.84859014,26.47952635,30.16707091,23.98406381,23.45290708,30.61853987,19.10955945,29.05608113,34.53876601,44.22604835,43.36606667,37.95642452,30.55975385,24.47936958
Nigeria,NGA,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,11.99601792,14.13410516,7.596052168,7.964144113,7.285513361,6.524008351,5.072463768,7.503192848,11.15434501,9.143185739,8.123169925,6.390728477,6.093833068,6.973995272,7.400865177,5.651525199,5.417909539,6.0966536,6.014345142,7.033926511,,6.471794982,9.179331307,8.893058161,6.793740521,4.940680543,6.149302155,6.149302163,6.23303404,5.323761572,6.082386914,3.77699339,3.254726207,2.339519762,2.394577375,2.958700119,2.173527993,0.365327848,0.222174936,0.212387596,0.759487326,0.3708837,0.245883827,15.26051585,14.84062831,17.00670446,17.8087003,20.19259443,13.97139662,19.01803851,21.94910044,22.7611287,15.44897928,16.06404578,16.0980652,16.38610916,20.27401166,15.8197152,18.2542559,19.75504786,17.17643154,,
Nigeria,NGA,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,,,0.070497004,0.051715222,0.028129395,0.065240084,0.02787068,0.01596424,0.037057625,0.028752156,0.103901011,0.052980132,0.119617225,0.359982807,0.64888248,1.061007958,1.350216108,1.168699187,1.6007555,2.111352557,,1.982728991,2.404593043,2.229277914,3.638149731,7.594245564,2.387550764,2.387550764,4.156684372,3.242838825,4.280825218,3.729928759,4.387545417,3.66004747,3.437102713,4.680561196,5.351695264,4.675350346,5.28336024,3.932597063,3.976581448,2.673132707,2.774168085,1.734149696,1.862120345,2.689673202,3.101794377,3.188924982,2.131808474,1.521404169,1.196493863,1.188215139,1.424524085,1.126814923,1.068136723,1.075311762,1.294285834,1.222051642,1.003288414,0.919386484,1.166853294,,
Nigeria,NGA,Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,85.28289365,82.42482714,87.22241805,87.76073091,87.31364276,87.16075157,88.08528428,85.50446999,82.41615712,83.68315124,86.28506659,87.9602649,89.01515152,87.85729637,87.23503965,90.00828912,89.61709381,89.63414634,89.20992453,86.91979403,,86.87167039,83.74197906,85.22922981,85.50772094,83.56419925,86.51778288,86.51778287,83.22394821,85.52939648,83.20404753,85.02213163,84.71921601,83.80800216,80.89349689,78.40762567,78.50970442,76.13329577,73.19588956,71.59927545,75.4452423,71.72201511,74.24928389,64.4799582,65.56862271,59.78019658,58.59733479,55.55340659,60.75123487,58.48435326,56.73637732,55.57389476,56.55177599,56.37444146,52.05721698,48.00584456,45.48606395,49.9457762,47.38860245,43.95045312,41.42947794,,
Nigeria,NGA,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,,,75.40567138,76.79193383,78.23451567,80.46718078,83.04792738,80.88807926,77.71691299,74.97450192,83.09339259,86.20416677,85.1991375,84.34221965,82.08791649,84.57890579,83.8633829,83.29859921,81.50889329,77.37397724,,80.61074244,,73.32905797,72.198257,74.75792442,79.5554165,83.18055391,,,,,,,,,77.2240089,75.45909691,74.68273929,66.65361584,75.01498309,71.01908526,75.90913516,66.29823608,,,75.60102962,74.10956898,85.52841251,83.6287583,86.52982886,54.07864743,71.9978535,57.34049133,64.10107327,62.0175925,55.86794623,51.56037579,57.46672987,72.73274247,68.10123221,53.01796191,
Nigeria,NGA,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,,,14.12995054,12.13926421,9.237442657,9.142000828,11.01746824,10.47026896,8.102568129,8.784484522,8.244636328,8.625373832,10.14052197,10.8162252,9.533229636,9.380065312,10.10803586,12.86975246,14.12978179,16.84721006,,15.54433074,,21.5548761,21.28781475,17.95692129,15.7696387,10.85984398,,,,,,,,,17.51441946,18.38688963,19.59734175,27.02321964,19.91769604,21.70472748,19.57764009,15.49647911,,,17.95533875,20.05801203,9.778790493,11.82807705,10.25156715,30.56950444,22.70974247,17.82938979,17.02716473,16.94891678,12.85060087,16.31575825,10.9317926,9.915774867,14.62608094,14.16449686,
Nigeria,NGA,"Tariff rate, applied, weighted mean, primary products (%)",TM.TAX.TCOM.WM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.33,32.52,32.6,,32.43,,,185.55,17.92,17.94,17.94,22.03,25.22,28.34,26.69,26.21,,13.07,13.04,,9.79,9.7,9.6,10.2,,9.9,11.78,8.4,8.28,,,,11.8,,
Nigeria,NGA,"Share of tariff lines with international peaks, primary products (%)",TM.TAX.TCOM.IP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.80219,70.00498,70.67404,,70.97585,,,54.36372,55.04464,55.04464,55.04464,60,60.70679,60.76766,52.39804,52.70748,,36.79183,36.86274,,37.46096,37.05309,38.58863,37.44978,,42.23442,39.20902,33.86807,33.80262,,,,52.83568,,
Nigeria,NGA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8,24.69,24.83,,25.32,,,91.27,16.06,16.21,16.21,19.77,19.99,21.47,18.45,20.62,,9.34,9.4,,9.79,9.83,10.7,10.15,,10.07,11.34,8.22,8.52,,,,12.37,,
Nigeria,NGA,"Share of tariff lines with international peaks, all products (%)",TM.TAX.MRCH.IP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.53141,63.88462,64.88083,,74.74312,,,33.98422,50.0792,50.13803,50.13803,59.26144,59.08249,57.30345,52.60007,55.78626,,33.36419,33.85267,,34.18708,34.11309,35.79029,36.19925,,37.98988,42.73397,34.2073,36.36196,,,,43.05173,,
Nigeria,NGA,"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.41,22.51,22.66,,23.34,,,57.88,15.13,15.34,15.34,18.65,18.24,18.67,15.82,17.77,,7.52,7.6,,9.79,9.85,10.87,10.11,,10.13,11.01,8.08,8.7,,,,12.48,,
Nigeria,NGA,"Share of tariff lines with international peaks, manufactured products (%)",TM.TAX.MANF.IP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.59039,63.19218,64.23174,,75.18896,,,31.71656,49.50355,49.56907,49.56907,59.17041,58.8764,56.8828,52.6004,56.17406,,32.85297,33.3943,,33.74732,33.671,35.28494,35.94498,,37.30993,43.26121,34.26808,36.81343,,,,41.5232,,
Nigeria,NGA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,25.40409125,24.82490554,21.12274766,21.27540021,23.62716058,25.85735406,23.77916803,25.04209917,21.7458268,23.92107457,18.32442686,36.25662625,30.02179488,35.11208332,48.20369822,49.94791984,51.72012554,63.64295965,62.30586359,58.29888143,66.39690458,23.54275767,19.78435663,23.28752309,28.87689318,29.05249364,16.76645754,21.40821441,23.34815131,32.2409388,35.57456657,43.26277908,42.18227706,62.75537433,47.37380445,46.67010755,44.23032693,45.37088139,34.91682383,37.80189847,42.75945791,40.02536127,26.84997431,33.30565177,38.887129,40.54237061,35.75056806,36.45357046,40.12799534,30.72722239,34.94231872,41.49912793,35.71343896,28.17730509,28.10946474,19.25169248,17.01079002,20.15751438,24.55403659,24.82268984,16.51415449,22.42864509,24.3595268
Nigeria,NGA,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17000000,35000000,55000000,47000000,54000000,101000000,91000000,139000000,30000000,21000000,54000000,184000000,213000000,569000000,602000000,569000000,623000000,555000000,538000000,543000000,404000000,1070000000,2549000000,1962000000,1449000000,313000000,,
Nigeria,NGA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000000,58000000,83000000,81000000,99000000,186000000,168000000,256000000,58000000,49000000,139000000,209000000,337000000,958000000,791000000,736000000,688000000,638000000,616000000,605000000,461000000,1088000000,2615000000,1977000000,1471000000,321000000,,
Nigeria,NGA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,15.41,15.633,15.858,16.087,16.318,16.551,16.788,17.027,17.269,17.513,17.76,18.151,18.549,18.952,19.363,19.78,20.205,20.636,21.074,21.518,21.97,22.671,23.389,24.122,24.872,25.635,26.414,27.209,28.019,28.842,29.68,30.176,30.677,31.182,31.691,32.205,32.725,33.247,33.773,34.304,34.84,35.669,36.508,37.356,38.212,39.074,39.943,40.819,41.702,42.588,43.48,44.366,45.246,46.118,46.982,47.838,48.683,49.519,50.344,51.157,51.958,52.746,53.521
Nigeria,NGA,Rural population growth (annual %),SP.RUR.TOTL.ZG,,1.778677723,1.818407888,1.842250273,1.862967562,1.886565157,1.884153962,1.819332909,1.803455738,1.844011866,1.898895607,1.780236733,1.836287039,1.935123175,2.062863599,2.212750453,2.3032889,2.401655436,2.469507985,2.473699213,2.486119539,2.100555222,1.968034143,1.544194943,1.478593049,1.705133873,1.567009489,1.490855364,1.467830981,1.463701327,1.443949426,1.854354549,1.803622666,1.824628122,1.832448258,1.801880743,1.756877784,1.744019175,1.724933026,1.737600416,1.783643827,1.370849504,1.370118823,1.348166869,1.319629769,1.288777585,1.259335561,1.240271006,1.216410384,1.195941024,1.178500632,1.184058695,1.154878992,1.092078766,1.011624551,0.913464953,0.873816578,0.884811749,0.848864759,0.797385079,0.787064592,0.752530934,0.726336521
Nigeria,NGA,"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8,,,62.8,,51,,,,,59.6,,,,
Nigeria,NGA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.89898581,49.9029266,49.90777916,49.91400817,49.91850186,49.92361965,49.93323637,49.92987943,49.91493817,49.90623566,49.91323081,49.93518729,49.95988746,49.98659351,50.0146089,50.04038897,50.06213663,50.07895446,50.0911554,50.101572,50.11068116,50.121019,50.13218252,50.14216351,50.15835428,50.17308137,50.18111762,50.18950314,50.19994197,50.21223569,50.22530082,50.22939876,50.22797249,50.22981701,50.23548989,50.23938786,50.23730223,50.23761727,50.24453013,50.25373162,50.26241172,50.27300174,50.28342601,50.29068516,50.29736792,50.30274028,50.30923698,50.31956176,50.33320885,50.35003566,50.36658592,50.38242245,50.39737192,50.41085471,50.42372236,50.43780432,50.45504238,50.47287899,50.48960086,50.50593717,50.51816106,50.52780858,50.5388137
Nigeria,NGA,"Population, total",SP.POP.TOTL,44928342,45855507,46821845,47822569,48856332,49925799,51020296,52106681,53210119,54360750,55569264,56837614,58173834,59605446,61157931,62851312,64658315,66589655,68633344,70750307,72951439,75175387,77388067,79351586,81337553,83585251,85804185,88044187,90351467,92744064,95214257,97685360,100182045,102775465,105456121,108187610,110956183,113791181,116690527,119695565,122851984,126152678,129583026,133119801,136756848,140490722,144329764,148294028,152382506,156595758,160952853,165463745,170075932,174726123,179379016,183995785,188666931,193495907,198387623,203304492,208327405,213401323,218541212
Nigeria,NGA,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,73.66109641,73.59689654,73.64249324,73.93614833,74.5447138,75.11352634,75.51666138,75.94170196,76.37353767,76.80796074,77.21484541,77.67307811,78.21404853,78.78287233,79.39993681,80.05115972,80.72058379,81.36377373,82.02577414,82.71758174,83.34577144,83.99878159,84.71084865,85.45253438,86.08711891,86.52893879,86.81396283,86.88140826,86.74287248,86.44253529,85.99168103,85.49371912,84.9601662,84.33604726,83.69265548,83.10761954,82.58290099,82.06814492,81.56884046,81.20707077,81.06944145,81.11556069,81.30998649,81.61295504,81.93660372,82.29222791,82.69926713,83.09851963,83.48539161,83.83446404,84.09628184,84.27808188,84.40250481,84.45012212,84.36668765,84.15035996,83.79690861,83.2751529,82.66635488,82.03105437,81.31864863,80.55861736,79.74043939
Nigeria,NGA,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,0.188966513,0.19264754,0.196490949,0.200434337,0.204263524,0.208260736,0.212760324,0.216921353,0.220926007,0.225603924,0.230797667,0.236430038,0.24229808,0.24835095,0.254399616,0.260145602,0.266057378,0.27207516,0.277139675,0.280304276,0.28146323,0.281182965,0.279880876,0.278057017,0.276596076,0.275659162,0.274844113,0.274275641,0.273942697,0.273635594,0.273080306,0.272052761,0.270423483,0.268637055,0.266944345,0.265176805,0.263519605,0.262267882,0.261698638,0.261781556,0.262359154,0.263189938,0.263833954,0.264411206,0.265144651,0.266096195,0.267325828,0.268561473,0.269758387,0.271182995,0.27282801,0.274693795,0.276759402,0.278936081,0.281276606,0.283720105,0.28634345,0.289117303,0.292012332,0.294917244,0.294323601,0.289503987,0.288791201
Nigeria,NGA,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,0.871461065,0.881972988,0.891842657,0.90081083,0.908421495,0.914161058,0.919377937,0.92315149,0.924447937,0.922305555,0.916131358,0.906313089,0.893110851,0.879534677,0.869145969,0.862993692,0.861336858,0.863443549,0.866816845,0.86905624,0.869252598,0.868653284,0.867366903,0.865598394,0.8653749,0.867138634,0.870094671,0.874130485,0.878416596,0.88162331,0.883013293,0.882993743,0.881451123,0.878601295,0.874882992,0.870574397,0.866044908,0.861471311,0.857499224,0.854320519,0.851895369,0.850102855,0.84847269,0.847297394,0.846739399,0.846730172,0.847677045,0.849491847,0.851613389,0.853403248,0.854539633,0.855225283,0.8558861,0.857244562,0.85994432,0.863618904,0.866656519,0.866651029,0.859290648,0.843894546,0.826940092,0.811533659,0.803296034
Nigeria,NGA,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,2.938225427,2.965384208,2.990410756,3.010610129,3.021920488,3.024897065,3.022230516,3.009983644,2.993716349,2.982009852,2.974081132,2.970246708,2.969670135,2.970726503,2.971155261,2.970493091,2.971596558,2.972762227,2.97234508,2.971999152,2.971296799,2.972474917,2.976268862,2.979873482,2.983571721,2.987469638,2.990788004,2.99338021,2.994891557,2.995331527,2.993564818,2.98969655,2.983004004,2.973612353,2.96164055,2.947517343,2.93340711,2.920303401,2.910211214,2.90343277,2.899152665,2.896757547,2.894908162,2.893979643,2.893479321,2.89336879,2.894750966,2.896782764,2.899688184,2.904513107,2.910166673,2.914964219,2.916829612,2.909307885,2.891171067,2.876276647,2.868954401,2.862917177,2.859717064,2.860070612,2.850017617,2.824823696,2.816306457
Nigeria,NGA,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,1.456751429,1.463381028,1.468639911,1.469973297,1.463756351,1.450641532,1.431444459,1.405399453,1.378557197,1.358660515,1.346588927,1.341837841,1.343387428,1.347906066,1.351457603,1.352816907,1.353392093,1.35205731,1.349414843,1.348485883,1.349381111,1.352316859,1.357579546,1.363042361,1.367043161,1.369324081,1.370383837,1.370182207,1.368543857,1.366070339,1.362875478,1.359227464,1.354751589,1.3492193,1.34281212,1.33612729,1.330203559,1.325213049,1.321666344,1.319338944,1.317633172,1.316698659,1.316613705,1.317116292,1.31704841,1.316211976,1.31503881,1.313339749,1.312034613,1.312352854,1.313696251,1.314024708,1.31060226,1.296654082,1.270750553,1.247317529,1.232126383,1.221346422,1.220283081,1.229994332,1.236331964,1.234447166,1.237024945
Nigeria,NGA,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.499448342,2.485908847,2.483772181,2.487922003,2.491556573,2.492731577,2.492547471,2.489041457,2.485412398,2.487174064,2.494394058,2.505729958,2.520585772,2.536171495,2.547446866,2.552683391,2.553583626,2.550144609,2.542687468,2.533094782,2.522291373,2.510892801,2.499252055,2.487565409,2.476460735,2.466695725,2.458923618,2.453219036,2.449243997,2.446225422,2.443430064,2.441863453,2.442117291,2.442697696,2.441028527,2.436817736,2.431100866,2.424595097,2.419536608,2.417129751,2.416066225,2.412871657,2.402032954,2.371566792,2.318896267,2.268900512,2.232538414,2.203735684,2.191456707,2.198343669,2.205293752,2.205335433,2.20591025,2.207053168,2.208205462,2.210142892,2.213556751,2.218731771,2.225201769,2.232223677,2.237138439,2.238563366,2.24146516
Nigeria,NGA,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,3.844075061,3.863489089,3.888989193,3.916624108,3.93996133,3.956984069,3.968390433,3.973147738,3.972648888,3.969639363,3.965445715,3.958634794,3.948104262,3.934616697,3.918286316,3.900075994,3.882083331,3.865378962,3.849581004,3.834865872,3.821560962,3.810945341,3.804228684,3.799240044,3.793350184,3.7863373,3.778274532,3.769774702,3.763434975,3.761358299,3.762439424,3.760901803,3.748043784,3.704808166,3.62610248,3.550186464,3.494556518,3.451241576,3.435239891,3.449201485,3.461194226,3.460316115,3.458331801,3.454981309,3.449913822,3.444237949,3.439301921,3.436399649,3.43414883,3.431617072,3.428494497,3.4239162,3.418170703,3.414236125,3.415177939,3.42289058,3.440865501,3.46936207,3.506051842,3.552041487,3.606290418,3.661063131,3.715502706
Nigeria,NGA,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,5.660315163,5.659508757,5.655464886,5.648575105,5.640318368,5.632779173,5.626102002,5.619681742,5.613913284,5.608748353,5.605371033,5.603076728,5.601969599,5.600765263,5.593649777,5.580071261,5.560973321,5.538525744,5.516555269,5.500116082,5.491070149,5.47846574,5.448544137,5.373557734,5.249828801,5.134554871,5.049258726,4.983619148,4.960500213,4.984266474,5.008900049,5.014368278,5.017933487,5.021417588,5.023012276,5.023635124,5.025018795,5.030846319,5.039132547,5.045132924,5.045788294,5.040982849,5.03169446,5.02119965,5.015230407,5.016209444,5.028946429,5.05535751,5.091568625,5.139529521,5.199480379,5.261598765,5.322555994,5.384830056,5.437869544,5.472780781,5.494440813,5.50478841,5.502069538,5.485131944,5.456807108,5.418771108,5.372553751
Nigeria,NGA,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,7.697784898,7.715209741,7.739322535,7.764618601,7.783649229,7.795938943,7.799083097,7.789773551,7.77553368,7.765706906,7.764862406,7.756396323,7.718799213,7.616131603,7.438228842,7.267085372,7.137323356,7.034556784,6.989469079,7.009903274,7.036402934,7.035175433,7.026255346,7.010559205,6.995841763,6.987053875,6.979591487,6.981702809,6.993596612,7.009017194,7.025073812,7.031480919,7.029713852,7.031678217,7.043056164,7.06523674,7.103827607,7.164425666,7.241202534,7.331322438,7.430167852,7.525879055,7.615656065,7.700721886,7.768678665,7.806454851,7.819303035,7.812212997,7.783906664,7.734656691,7.668541674,7.590078132,7.503675604,7.416162445,7.34355452,7.292219919,7.261499341,7.257032655,7.2713621,7.293415766,7.326513167,7.368156472,7.404186942
Nigeria,NGA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.66795182,55.67817672,55.65455291,55.55440315,55.35880897,55.18143736,55.06090895,54.93941118,54.81777536,54.69332561,54.5766438,54.44293369,54.28287265,54.11466055,53.93346732,53.74354837,53.54786851,53.36035715,53.16882311,52.96997793,52.79130236,52.60584957,52.40350074,52.1943043,52.01642378,51.89271969,51.81338155,51.79466192,51.83288668,51.91630403,52.0429249,52.18438542,52.33796036,52.51928976,52.70893759,52.88444468,53.04340588,53.20011949,53.35273337,53.46455964,53.50926507,53.49887121,53.44431474,53.35733958,53.26456944,53.1628569,53.04602052,52.93176,52.82158275,52.72194587,52.64707966,52.59562101,52.56190791,52.55421523,52.58942397,52.66017222,52.76534153,52.91885774,53.0969166,53.28204025,53.49558224,53.73234648,53.98090305
Nigeria,NGA,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,55.53394893,55.50717959,55.45211025,55.33772243,55.13536291,54.96090992,54.86020277,54.77019077,54.6867399,54.59714147,54.50685104,54.39033802,54.24633891,54.09433592,53.92942268,53.75492386,53.57292859,53.39817451,53.21887154,53.0317336,52.86551081,52.6935071,52.50478927,52.30886341,52.13690255,52.01548734,51.94186165,51.92682248,51.96386179,52.04296372,52.1627217,52.30242329,52.45840244,52.64087131,52.83051373,53.00661515,53.16788177,53.32541283,53.47852224,53.59305001,53.64358318,53.63915569,53.58801361,53.50369537,53.41232301,53.31236175,53.19694121,53.08009372,52.96526685,52.86011643,52.77934302,52.72156871,52.68056675,52.66270547,52.68757879,52.74690118,52.83797421,52.97855063,53.14451537,53.31767697,53.51881392,53.74295982,53.97981462
